,City,Date,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,homer,3/29/20,CN,35.6,103.21,42.06,36,68,1.72
283,homer,3/29/20,IN,19.8,75.53,75.2,73,40,3.42
284,homer,3/29/20,NC,-20.23,164.02,77.77,77,19,17.36
285,homer,3/29/20,US,42.16,-72.33,48.2,87,90,3.36
286,homer,3/29/20,ZA,-26.81,27.82,66.67,39,91,7.36
287,homer,3/29/20,PK,35.21,71.88,47.73,32,66,5.64
288,homer,3/29/20,NZ,-46.13,167.68,46.99,90,7,3.0
289,homer,3/29/20,CA,58.52,-117.14,6.8,77,90,6.93
290,homer,3/29/20,MX,28.72,-111.58,75.99,31,75,3.36
291,homer,3/29/20,US,39.73,-104.83,53.6,26,75,10.29
292,homer,3/29/20,CA,50.2,-66.38,33.8,55,20,13.87
293,homer,3/29/20,BW,-19.98,23.42,75.2,69,20,6.93
294,homer,3/29/20,PH,17.54,120.36,78.46,74,76,3.8
295,homer,3/29/20,CM,5.14,10.52,68.29,66,92,4.0
296,homer,3/29/20,RU,71.97,102.5,-10.75,91,98,1.16
297,homer,3/29/20,ZA,-33.01,17.94,64.4,59,0,18.34
298,homer,3/29/20,IR,25.29,60.64,74.95,73,81,13.44
299,homer,3/29/20,AL,40.87,20.18,51.76,70,51,1.7
300,homer,3/29/20,RU,53.1,34.07,47.44,57,100,6.17
301,homer,3/29/20,AR,-38.0,-57.56,70.0,94,75,11.41
302,homer,3/29/20,CN,40.28,97.2,43.61,28,100,4.97
303,homer,3/29/20,TD,9.36,17.37,94.1,22,83,1.83
304,homer,3/29/20,MX,25.47,-108.1,92.32,10,78,4.52
305,homer,3/29/20,ID,-0.95,100.35,76.6,82,100,4.34
306,homer,3/29/20,PE,-15.43,-74.62,81.59,49,67,9.53
307,homer,3/29/20,ID,-2.08,101.38,66.07,74,100,1.19
308,homer,3/29/20,HN,15.0,-83.23,80.6,83,75,6.93
309,homer,3/29/20,ID,4.14,96.13,80.19,80,80,1.92
310,homer,3/29/20,ES,37.81,-2.54,60.01,52,61,4.0
311,homer,3/29/20,CN,42.54,129.0,32.32,70,0,5.64
312,homer,3/29/20,PH,14.35,121.02,82.4,69,20,6.93
313,homer,3/29/20,MG,-14.27,50.17,77.76,90,92,1.19
314,homer,3/29/20,UY,-34.67,-54.92,78.8,69,75,14.99
315,homer,3/29/20,PR,17.97,-66.91,86.0,63,40,21.92
316,homer,3/29/20,CA,47.38,-61.86,37.4,59,5,10.29
317,homer,3/29/20,PT,38.52,-28.7,58.73,76,47,18.99
318,homer,3/29/20,PH,8.0,124.29,67.71,71,49,2.55
319,homer,3/29/20,VU,-16.07,167.38,78.78,82,87,7.09
320,homer,3/29/20,BF,10.97,-3.25,101.14,14,90,3.13
321,homer,3/29/20,TZ,-11.37,38.42,75.65,82,10,1.54
322,homer,3/29/20,BR,-18.51,-54.76,86.83,63,28,4.54
323,homer,3/29/20,MZ,-13.13,39.0,70.65,82,47,3.2
324,homer,3/29/20,CA,65.28,-126.83,-13.0,69,20,16.11
325,homer,3/29/20,AO,-12.35,13.55,78.75,78,12,4.36
326,homer,3/29/20,JP,34.67,138.95,44.01,91,100,1.99
327,homer,3/29/20,US,25.9,-97.5,86.0,62,75,13.87
328,homer,3/29/20,US,34.64,-120.46,66.0,59,40,6.93
329,homer,3/29/20,US,32.78,-79.93,87.01,69,1,11.41
330,homer,3/29/20,LY,31.21,16.59,65.66,67,99,10.31
331,homer,3/29/20,SE,60.6,15.63,37.99,37,99,11.41
332,homer,3/29/20,ML,22.68,-3.98,85.55,12,0,7.09
333,homer,3/29/20,RU,43.11,44.51,52.0,51,87,1.34
334,homer,3/29/20,TG,6.58,1.5,84.2,79,20,16.11
335,homer,3/29/20,PT,33.08,-16.33,64.4,72,75,3.36
336,homer,3/29/20,NZ,-38.18,175.2,57.0,87,11,5.99
337,homer,3/29/20,IN,29.85,80.53,50.38,28,29,8.79
338,homer,3/29/20,BR,-22.97,-42.03,82.4,61,20,12.75
339,homer,3/29/20,MX,16.52,-98.75,89.2,39,0,9.06
340,homer,3/29/20,ZM,-14.97,22.68,71.02,58,19,2.62
341,homer,3/29/20,ID,-0.88,131.25,77.74,88,99,3.15
342,homer,3/29/20,US,36.57,-119.61,59.0,93,73,1.92
343,homer,3/29/20,ES,36.19,-5.92,62.01,72,75,6.93
344,homer,3/29/20,SD,14.2,24.67,78.58,13,14,13.29
345,homer,3/29/20,NA,-26.5,17.16,79.92,11,5,12.1
346,homer,3/29/20,MN,45.76,106.27,33.8,35,100,7.29
347,homer,3/29/20,RU,59.43,62.35,35.02,88,100,9.93
348,homer,3/29/20,DE,49.25,9.85,41.0,72,100,16.11
349,homer,3/29/20,RU,55.6,43.76,45.19,61,99,9.42
350,homer,3/29/20,RS,43.97,19.57,44.6,56,67,4.7
351,homer,3/29/20,BR,-1.8,-53.48,92.57,49,37,6.13
352,homer,3/29/20,EG,31.4,30.42,68.0,28,7,4.7
353,homer,3/29/20,US,34.26,-88.7,75.99,35,1,10.29
354,homer,3/29/20,RU,58.31,82.91,33.28,95,94,13.29
355,homer,3/29/20,EG,31.35,27.25,64.4,42,24,5.82
356,homer,3/29/20,AR,-34.65,-58.62,88.0,69,2,3.36
357,homer,3/29/20,AU,-38.33,143.58,55.99,96,31,5.01
358,homer,3/29/20,SB,-8.14,159.59,79.45,83,100,2.66
359,homer,3/29/20,IT,45.17,10.78,63.0,48,75,3.36
360,homer,3/29/20,FO,62.16,-7.17,44.6,75,11,9.17
361,homer,3/29/20,US,41.3,-96.17,60.01,34,1,18.34
362,homer,3/29/20,NO,62.58,6.13,37.0,93,75,4.7
363,homer,3/29/20,CN,28.45,117.97,45.54,91,100,1.32
364,homer,3/29/20,PE,-12.4,-74.9,57.02,27,95,6.38
365,homer,3/29/20,MN,49.98,92.07,16.48,76,68,6.17
366,homer,3/29/20,LK,6.12,81.12,82.4,88,40,1.12
367,homer,3/29/20,AU,-20.73,139.5,69.8,60,0,10.65
368,homer,3/29/20,SN,14.77,-17.06,82.4,42,29,14.99
369,homer,3/29/20,US,43.21,-75.46,57.0,81,90,17.22
370,homer,3/29/20,PG,-6.32,155.48,70.77,77,94,0.65
371,homer,3/29/20,KZ,44.17,66.75,50.29,39,0,18.39
372,homer,3/29/20,US,41.59,-88.06,48.2,75,90,29.97
373,homer,3/29/20,RU,67.45,153.68,16.66,89,28,9.86
374,homer,3/29/20,US,37.34,-121.89,59.0,71,75,9.17
375,homer,3/29/20,PF,-17.73,-149.15,86.0,62,84,6.93
376,homer,3/29/20,NC,-22.67,167.48,74.89,77,73,22.21
377,homer,3/29/20,IN,26.23,79.85,77.7,22,0,9.8
378,homer,3/29/20,PK,29.51,71.22,72.82,32,1,5.06
379,homer,3/29/20,OM,22.57,59.53,76.6,65,0,17.11
380,homer,3/29/20,US,41.14,-104.82,52.0,24,1,6.93
381,homer,3/29/20,FO,62.23,-6.59,44.6,75,30,9.17
382,homer,3/29/20,PA,8.52,-81.71,74.28,35,52,10.92
383,homer,3/29/20,RU,62.14,117.63,18.73,95,72,6.85
384,homer,3/29/20,SO,9.49,50.81,80.15,72,52,10.45
385,homer,3/29/20,MX,15.85,-97.07,86.0,79,5,10.29
386,homer,3/29/20,CD,-1.95,18.27,81.43,57,18,2.98
387,homer,3/29/20,MX,19.22,-104.7,86.0,79,5,11.41
388,homer,3/29/20,CI,9.45,-5.63,91.56,35,95,7.23
389,homer,3/29/20,ES,39.97,-0.25,68.0,63,59,5.82
390,homer,3/29/20,KZ,42.3,69.6,51.8,32,0,13.42
391,homer,3/29/20,IR,35.57,53.4,50.88,53,82,1.21
392,homer,3/29/20,DE,53.6,7.2,39.99,29,0,12.75
393,homer,3/29/20,MX,29.43,-110.4,75.99,28,99,7.0
394,homer,3/29/20,PE,-11.1,-77.61,79.34,60,96,10.13
395,homer,3/29/20,ID,-3.37,135.48,77.23,86,100,0.87
396,homer,3/29/20,US,38.44,-105.24,54.0,20,1,9.17
397,homer,3/29/20,MY,4.88,101.96,72.03,84,18,0.45
398,homer,3/29/20,RU,61.28,108.01,20.53,93,99,11.18
399,homer,3/29/20,CA,55.1,-105.28,3.2,71,90,11.41
400,homer,3/29/20,AR,-51.62,-69.22,59.0,48,20,16.11
401,homer,3/29/20,IN,26.3,93.87,73.76,33,2,3.13
402,homer,3/29/20,JP,42.98,144.37,32.99,89,0,4.34
403,homer,3/29/20,RU,52.51,52.07,45.34,58,67,7.09
404,homer,3/29/20,ES,29.06,-13.56,66.2,72,75,8.05
405,homer,3/29/20,JP,33.73,135.98,51.46,80,100,7.92
406,homer,3/29/20,CA,48.13,-78.13,36.0,88,90,13.87
407,homer,3/29/20,MR,20.52,-13.05,90.61,10,16,12.35
408,homer,3/29/20,CN,41.12,80.26,53.04,25,0,6.76
409,homer,3/29/20,AU,-34.58,150.86,68.0,82,90,16.11
410,homer,3/29/20,MX,16.86,-99.89,84.2,70,5,6.93
411,homer,3/29/20,AO,-11.78,19.92,63.32,66,100,4.23
412,homer,3/29/20,IT,44.21,9.97,57.2,82,29,5.82
413,homer,3/29/20,SN,15.4,-15.12,101.53,15,44,8.41
414,homer,3/29/20,US,38.85,-76.88,59.0,93,90,8.05
415,homer,3/29/20,ID,-8.12,111.89,76.17,86,100,0.89
416,homer,3/29/20,CD,3.25,19.77,79.59,58,54,0.98
417,homer,3/29/20,US,33.19,-82.53,84.99,61,40,10.29
418,homer,3/29/20,ID,-7.95,110.28,79.38,78,97,4.05
419,homer,3/29/20,JP,24.34,124.16,68.25,74,100,5.99
420,homer,3/29/20,RU,46.49,135.88,22.73,87,1,6.69
421,homer,3/29/20,CV,14.92,-23.51,77.0,57,75,18.34
422,homer,3/29/20,AI,18.22,-63.06,84.2,58,40,14.99
423,homer,3/29/20,RU,61.13,74.82,35.67,95,100,12.8
424,homer,3/29/20,CA,50.7,-127.42,44.6,81,75,9.17
425,homer,3/29/20,CN,42.8,93.45,45.81,35,78,12.44
426,homer,3/29/20,KG,42.34,78.0,32.09,38,0,5.23
427,homer,3/29/20,IN,29.85,74.95,67.59,41,0,6.22
428,homer,3/29/20,BD,23.62,90.5,80.6,57,0,3.98
429,homer,3/29/20,RU,67.47,78.7,29.34,99,100,8.16
430,homer,3/29/20,AU,-31.93,115.83,57.0,87,9,1.12
431,homer,3/29/20,RU,58.65,30.3,28.65,84,97,5.21
432,homer,3/29/20,VE,5.66,-67.62,98.6,30,40,16.11
433,homer,3/29/20,RU,55.57,75.7,33.75,95,100,11.7
434,homer,3/29/20,CL,-41.87,-73.82,59.0,51,20,3.36
435,homer,3/29/20,CA,58.81,-122.7,5.0,71,90,8.05
436,homer,3/29/20,US,33.61,-117.73,64.4,55,75,9.17
437,homer,3/29/20,SS,7.7,28.0,87.55,22,18,2.98
438,homer,3/29/20,ES,42.78,-9.06,63.0,58,69,13.87
439,homer,3/29/20,AU,-26.53,153.1,68.0,96,34,1.7
440,homer,3/29/20,MX,15.74,-96.47,93.99,38,5,11.41
441,homer,3/29/20,IS,63.84,-22.43,42.8,93,75,23.04
442,homer,3/29/20,ID,-9.45,124.48,70.75,79,20,2.53
443,homer,3/29/20,UA,46.33,34.75,48.7,71,79,6.2
444,homer,3/29/20,MY,2.02,112.93,74.8,94,98,0.67
445,homer,3/29/20,CL,-33.04,-71.63,77.0,41,69,8.05
446,homer,3/29/20,CO,3.22,-76.31,86.0,55,75,10.29
447,homer,3/29/20,IN,19.1,78.35,88.12,30,69,9.28
448,homer,3/29/20,RU,55.17,124.72,14.52,89,100,0.83
449,homer,3/29/20,BR,-16.58,-50.3,79.9,65,100,3.4
450,homer,3/29/20,SO,4.12,43.89,85.08,46,70,9.62
451,homer,3/29/20,TH,17.67,100.5,81.0,56,0,2.35
452,homer,3/29/20,PL,51.55,23.55,46.4,61,54,17.22
453,homer,3/29/20,US,36.52,-86.87,72.0,40,1,16.11
454,homer,3/29/20,TR,36.96,36.2,59.0,58,75,16.11
455,homer,3/29/20,AF,30.15,62.6,69.58,42,79,6.46
456,homer,3/29/20,GA,-3.43,10.66,81.86,87,47,7.25
457,homer,3/29/20,US,43.41,-124.22,51.01,93,90,6.93
458,homer,3/29/20,JP,35.13,140.3,42.8,75,75,11.41
459,homer,3/29/20,PG,-10.62,150.67,79.21,86,96,7.99
460,homer,3/29/20,MN,48.01,91.64,20.7,69,100,3.22
461,homer,3/29/20,ID,-9.11,124.89,73.45,78,94,3.38
462,homer,3/29/20,PW,7.04,134.26,77.0,88,75,3.36
463,homer,3/29/20,PL,52.71,16.38,37.99,51,40,11.41
464,homer,3/29/20,CF,6.27,21.22,83.32,40,54,2.8
465,homer,3/29/20,BB,13.22,-59.52,86.0,55,40,24.16
466,homer,3/29/20,RU,50.93,119.29,26.58,74,66,3.78
467,homer,3/29/20,CN,49.6,117.43,33.53,54,100,9.08
468,homer,3/29/20,GH,6.46,-2.32,74.62,83,83,3.24
469,homer,3/29/20,CF,10.28,22.79,89.2,11,52,6.02
470,homer,3/29/20,US,44.37,-100.35,57.2,34,1,3.98
471,homer,3/29/20,RU,66.42,112.4,10.4,92,90,2.24
472,homer,3/29/20,TR,38.5,29.42,42.1,64,60,8.16
473,homer,3/29/20,ID,-3.33,128.92,80.06,79,92,6.17
474,homer,3/29/20,US,39.15,-123.21,55.99,76,90,3.36
475,homer,3/29/20,RS,45.27,19.53,55.99,59,30,8.05
476,homer,3/29/20,CM,3.52,15.05,76.26,64,36,2.62
477,homer,3/29/20,MG,-22.13,48.02,76.5,91,1,6.69
478,homer,3/29/20,NA,-22.96,14.51,61.0,89,30,1.99
479,homer,3/29/20,AU,-23.7,133.88,73.4,33,68,5.82
480,homer,3/29/20,NO,70.03,20.97,29.03,87,100,29.35
481,homer,3/29/20,RU,52.71,41.95,45.79,58,99,9.26
482,homer,3/29/20,TZ,-8.85,34.02,68.04,55,79,3.09
483,homer,3/29/20,MX,21.65,-101.5,72.9,24,4,10.98
484,homer,3/29/20,GH,4.88,-1.76,82.78,78,19,10.2
485,homer,3/29/20,CA,43.75,-81.72,63.0,73,72,23.62
486,homer,3/29/20,MM,22.12,95.13,85.48,30,0,1.9
487,homer,3/29/20,CN,49.18,125.22,34.52,74,69,6.08
488,homer,3/29/20,BR,-15.1,-44.09,83.52,56,76,4.27
489,homer,3/29/20,PG,-6.72,146.98,78.21,69,97,2.42
490,homer,3/29/20,FI,63.56,27.19,26.6,58,93,3.36
491,homer,3/29/20,RU,58.38,97.45,24.94,96,92,6.49
492,homer,3/29/20,VE,8.62,-70.21,97.84,26,15,6.76
493,homer,3/29/20,RU,68.05,39.51,19.15,94,88,23.09
494,homer,3/29/20,RU,59.16,35.33,28.36,91,100,6.73
495,homer,3/29/20,TD,14.53,20.92,90.7,10,37,9.42
496,homer,3/29/20,GB,53.52,-2.49,43.0,56,75,18.34
497,homer,3/29/20,MG,-20.05,48.12,71.83,82,23,0.89
498,homer,3/29/20,CA,68.22,-135.01,-7.6,57,5,6.93
499,homer,3/29/20,BR,-29.68,-53.81,93.97,36,38,1.39
500,homer,3/29/20,JP,34.98,139.87,42.8,75,75,11.41
501,homer,3/29/20,NE,18.69,12.92,87.37,11,37,5.01
502,homer,3/29/20,KZ,44.16,80.0,42.93,41,0,1.45
503,homer,3/29/20,CA,54.52,-128.6,39.2,86,90,16.11
504,homer,3/29/20,IN,30.69,78.49,44.78,26,6,7.92
505,homer,3/29/20,CN,32.13,115.04,40.46,91,100,3.6
506,homer,3/29/20,AT,47.6,15.68,52.0,45,39,8.01
507,homer,3/29/20,IN,30.57,79.57,39.33,27,45,6.6
508,homer,3/29/20,MA,35.17,-2.93,62.6,51,56,4.7
509,homer,3/29/20,MX,18.73,-103.68,84.2,32,5,11.41
510,homer,3/29/20,ES,28.5,-13.86,66.2,68,20,4.7
511,homer,3/29/20,RU,64.48,76.69,30.99,84,100,7.0
512,homer,3/29/20,IS,63.44,-20.27,42.8,75,75,18.34
513,homer,3/29/20,IN,19.6,81.67,78.12,42,28,2.55
514,homer,3/29/20,AR,-42.77,-65.04,72.43,21,0,5.95
515,homer,3/29/20,IN,25.52,90.22,70.39,25,0,3.02
516,homer,3/29/20,IN,10.37,76.97,84.2,83,40,3.06
517,homer,3/29/20,MU,-20.21,57.76,80.6,94,75,9.17
518,homer,3/29/20,AR,-45.87,-67.5,62.6,51,20,8.05
519,homer,3/29/20,SO,5.35,48.53,83.37,78,67,14.03
520,homer,3/29/20,BR,-26.76,-53.17,91.0,45,4,1.61
521,homer,3/29/20,GT,14.3,-91.92,89.6,62,75,11.41
522,homer,3/29/20,AU,-31.95,141.43,62.6,82,90,12.75
523,homer,3/29/20,US,39.96,-83.0,69.8,37,40,24.16
524,homer,3/29/20,MG,-18.77,46.03,67.26,70,6,2.13
525,homer,3/29/20,DO,18.28,-70.33,89.6,59,40,9.17
526,homer,3/29/20,GF,4.25,-54.38,81.41,87,87,5.79
527,homer,3/29/20,BR,-30.16,-53.57,93.15,39,28,1.54
528,homer,3/29/20,TR,37.61,28.06,53.6,76,20,4.7
529,homer,3/29/20,GL,60.72,-46.03,41.0,86,100,17.78
530,homer,3/29/20,CA,48.65,-53.11,26.89,98,100,28.27
531,homer,3/29/20,PT,41.54,-8.62,64.0,59,87,8.05
532,homer,3/29/20,AU,-20.74,116.85,89.28,37,3,6.38
533,homer,3/29/20,OM,22.93,57.53,76.37,30,0,12.37
534,homer,3/29/20,AU,-35.72,150.18,64.99,94,100,4.0
535,homer,3/29/20,CA,60.72,-135.05,3.2,38,40,10.29
536,homer,3/29/20,ID,-4.94,122.53,76.69,88,96,1.3
537,homer,3/29/20,JP,42.33,142.37,35.11,77,0,3.06
538,homer,3/29/20,BR,-0.61,-47.36,83.48,78,14,13.8
539,homer,3/29/20,CD,-7.57,24.18,70.45,70,23,2.15
540,homer,3/29/20,ZM,-8.47,29.66,69.93,65,53,1.92
541,homer,3/29/20,ZM,-13.23,30.24,61.77,64,10,3.78
542,homer,3/29/20,RE,-20.94,55.29,78.8,88,65,10.29
543,homer,3/29/20,CI,6.65,-4.7,84.63,69,86,2.93
544,homer,3/29/20,BR,-9.67,-35.74,77.0,100,75,10.29
545,homer,3/29/20,RU,47.35,142.8,30.2,80,0,4.47
546,homer,3/29/20,NO,61.99,5.14,41.0,80,75,21.92
547,homer,3/29/20,BR,-14.28,-39.0,82.4,83,20,10.29
548,homer,3/29/20,BR,-15.78,-47.93,82.4,54,75,10.29
549,homer,3/29/20,VU,-19.55,169.27,77.72,87,100,19.35
550,homer,3/29/20,BR,-17.71,-39.25,81.25,76,93,15.32
551,homer,3/29/20,AU,-12.23,136.77,78.8,88,66,12.08
552,homer,3/29/20,RU,66.8,65.81,21.47,92,55,18.54
553,homer,3/29/20,US,38.89,-76.51,59.0,100,90,9.17
554,homer,3/29/20,CA,70.47,-68.59,-0.4,84,1,8.05
555,homer,3/29/20,IT,38.24,16.26,57.2,71,40,1.12
556,homer,3/29/20,TZ,-4.9,35.78,64.74,60,72,1.88
557,homer,3/29/20,RU,56.55,76.63,34.47,93,100,12.03
558,homer,3/29/20,RU,55.94,110.1,17.56,87,98,2.82
559,homer,3/29/20,BR,-1.2,-46.02,84.99,72,33,11.1
560,homer,3/29/20,VE,7.77,-72.22,87.8,52,40,11.41
561,homer,3/29/20,RU,57.31,88.17,29.7,97,83,10.36
562,homer,3/29/20,NZ,-45.42,167.72,46.35,71,16,1.03
563,homer,3/29/20,RO,44.48,26.28,61.0,38,98,6.93
564,homer,3/29/20,RU,57.05,54.92,36.43,90,100,11.03
